Country,ITL,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,Essex,persons,2025-07-01,17116,17630,23888,20857,22068,22230,23834,24065,26050,24496,23559,26402,25993,25616,25283,25790,25392,24263,23345,22718,19695,18080,20303,21277,22149,23374,24637,23807,24431,25139,26837,27903,27674,30950,28278,31700,30251,28608,31176,27881,28903,26059,28515,29990,29647,27875,22396,25891,22769,27924,22330,25375,27941,25549,26706,27514,27551,28303,28163,28060,26717,26278,25476,24715,23791,23062,21264,21681,18744,18322,18658,17425,16954,15868,17777,14750,21531,28712,12486,16279,14501,14886,8544,8989,9636,9126,7755,7248,5832,5388,4334,3624,3153,2476,2162,4293
England,"Gloucestershire, Wiltshire and Bath/Bristol area",female,2025-07-01,10219,10223,13550,11980,13258,13395,13782,15180,14442,15377,15533,15444,16890,15459,15316,17324,16660,15704,15747,16540,17963,16044,16944,17444,18208,17226,18624,18431,18753,19152,19747,20444,19939,21197,20669,21216,21521,20186,20592,20052,18821,19281,16970,19992,19340,17450,16072,16110,14481,16906,15452,17499,18878,17272,18216,16777,17923,18840,19079,19350,19099,18010,17557,17250,16293,15937,14861,14634,13202,12440,13913,12480,11944,12299,12002,11227,16319,16682,9251,12004,11182,10613,7029,6936,7687,6939,5886,5370,4938,4152,3600,3272,2707,2087,1679,4345
England,"Gloucestershire, Wiltshire and Bath/Bristol area",male,2025-07-01,10830,10782,14417,12095,13607,14410,14168,16319,15637,16059,14882,17916,17309,18133,16106,17278,16828,16721,16185,16343,17095,15966,16507,17015,17255,18708,19840,19093,19280,19977,19601,20951,21263,21211,21346,21533,20926,20524,20661,19383,19519,20938,19291,20013,19602,19548,16359,16161,15505,16241,15746,17653,19727,17168,18626,17426,18146,18718,19407,19239,18835,18234,17352,16805,15975,15848,14072,14327,13137,11281,12972,11366,12119,9640,11852,9342,13217,15416,8484,11328,8597,9283,5649,5499,5877,5099,4623,3981,3330,2838,2292,1862,1438,1154,833,1617
England,"Gloucestershire, Wiltshire and Bath/Bristol area",persons,2025-07-01,20270,20714,28623,23215,27434,27364,27725,31742,29436,31487,30198,33560,33892,33936,32143,34623,33508,32715,31063,32839,34870,32694,33511,34277,35488,36256,38233,37186,37327,39167,39264,40623,41348,42314,41826,42930,42610,40634,41284,39327,38172,40218,35711,39663,39110,36960,32028,32203,29559,33609,31481,34848,38533,34608,36672,33965,35535,37242,37865,38759,38140,36266,34893,34292,32160,31800,29360,29366,26954,25118,26672,23789,24531,22041,24143,20823,29176,32196,17525,22836,19698,19878,12728,12374,13742,11892,10491,9650,8281,6946,5856,5137,4140,3244,2514,5964
England,Greater Manchester,female,2025-07-01,13769,16432,16631,16626,17601,18009,17759,20836,19713,19783,20898,21311,21400,21164,21530,20882,19909,20589,20376,21491,21047,21064,21103,23678,25382,26989,25435,25076,27228,23753,25468,26833,24771,28083,25075,26204,25536,24457,25809,24331,24386,24222,22021,24683,22724,21382,18395,17524,17905,18938,16320,17870,20299,19540,19500,19781,18772,18665,19393,19476,18739,18630,17999,16972,16689,15306,15319,15618,13202,12411,12096,12745,11842,11033,11851,9508,12578,16035,8471,10500,9728,9299,6579,6609,6371,6091,5378,4823,4289,3299,2768,2419,2061,1615,1218,2965
England,Greater Manchester,male,2025-07-01,15151,16198,18087,17375,18343,18792,18376,20839,20907,21270,21041,22643,22295,22170,22306,22524,21789,21892,21098,21709,21514,20594,20752,22179,23398,25571,26656,26123,25495,25775,25701,25602,27547,29659,26569,27867,28225,24246,27903,26185,25566,26217,24233,25897,27025,22469,20531,19475,20806,20782,19004,19643,22468,21405,21256,21652,20086,20452,21181,20807,20176,19418,18207,18548,16115,14713,16647,14989,13156,11589,12783,11291,10653,10548,11103,8438,14286,12709,7040,9081,7985,7667,4851,4516,5034,4388,3799,3184,2660,2112,1597,1366,1103,806,523,1151
England,Greater Manchester,persons,2025-07-01,28890,32961,35591,33627,36146,36774,35831,41484,40643,41443,42029,43637,43471,43328,42960,43401,41948,42825,41470,43506,42806,41972,40860,47088,48844,52752,50254,50915,51817,49538,50940,52271,52688,58176,51288,54415,52565,50077,53561,49942,49885,50653,46285,50566,49560,44102,39303,36801,38577,39894,35170,36813,43354,41244,39413,42288,38123,38951,40640,40268,38663,38421,36260,35288,32625,30341,31645,30930,26669,24286,25415,24322,22914,21711,23434,18130,27019,28112,15916,19682,17636,17150,11399,11141,11326,10345,9280,7885,7093,5378,4076,3777,3164,2424,1741,4118
England,Hampshire and Isle of Wight,female,2025-07-01,7899,8500,10237,9847,9832,10502,10689,11539,11879,11855,12284,12983,12542,12655,12364,12462,12097,11739,11577,11510,11533,10456,11438,13684,14485,13581,13754,13810,13543,13503,13952,14903,15450,15567,15191,16261,16325,14883,16234,14075,14960,13879,14275,14868,15131,13632,11526,12640,11842,13567,11915,12587,14851,14001,13168,14342,14489,14520,14772,15215,15432,14868,14019,13768,13565,13043,12667,12071,10609,10661,11653,9798,10594,9596,11363,8575,11417,16067,8508,10526,8623,9391,5968,5463,6102,5977,5375,4543,3909,3573,3030,2763,2348,2115,1446,3648
England,Hampshire and Isle of Wight,male,2025-07-01,8330,9742,10020,10271,11050,10860,11425,11739,12140,12716,11750,13727,13625,13192,12862,12849,12969,12526,12536,12615,12134,11491,11562,13146,13924,14181,14485,14081,14900,14276,13874,16088,13744,16947,15081,16311,16542,14575,16397,14833,14656,15592,14364,16147,15431,13329,12798,11769,12822,14327,11580,14012,14590,14030,13869,14543,14345,14628,15180,15273,15494,14440,14429,13401,13358,12558,12416,11974,10482,10386,10467,9354,9800,8264,7551,7939,10093,14117,7623,8799,7580,8320,4257,5086,4841,4175,3693,3321,2740,2419,2086,1555,1345,929,739,1433
England,Hampshire and Isle of Wight,persons,2025-07-01,16159,17920,21570,20299,20702,21390,21673,23276,24125,25055,23139,26941,26219,25896,24709,25267,25249,24359,24215,24054,23923,21971,23280,27019,28913,28247,28353,27877,29439,27788,28036,30597,29421,32845,30162,32596,33061,28727,32285,28769,29584,29645,28273,31123,30981,27487,24404,24759,24667,28073,23672,27471,28388,27555,27972,28692,28515,28535,28037,32243,30906,29213,28593,27245,27323,25488,25146,24392,20984,20989,22355,18749,20772,18121,19190,16460,20985,29677,16108,19325,16027,17361,10242,10162,11027,10124,9032,7874,6487,6209,4671,4314,3693,2915,2133,5051
England,"Herefordshire, Worcestershire and Warwickshire",female,2025-07-01,5631,6453,6634,6670,7144,7486,7259,7913,8383,7710,7787,9033,8917,8636,8458,8656,8530,8357,8009,7570,6217,5982,6787,7168,7747,7765,8317,8963,8614,9401,9116,10049,10551,10704,10896,10973,11284,10043,10966,9593,10180,9217,9180,10465,10986,8573,8000,8611,8298,8752,8121,8979,10469,10032,10552,10560,10967,10861,11262,11226,11386,10569,10745,9888,9311,9065,9316,8766,8370,8190,8277,8162,7976,7036,7415,7349,9220,11291,5190,8435,7094,6658,4474,4364,4512,4547,3973,3556,2858,2433,2192,1892,1649,1228,938,2364
England,"Herefordshire, Worcestershire and Warwickshire",male,2025-07-01,5936,6672,6922,7078,7460,7886,8015,7973,8535,8531,8887,9298,9196,9169,8961,9118,9481,8523,8622,8108,7146,6868,7069,7385,7708,8012,8499,8410,8860,8685,9177,9130,10678,11149,10829,10973,10849,10483,11114,10498,10164,10301,10155,11048,11205,9152,8265,8461,8978,9178,8581,9861,10595,9765,10864,10364,10355,11373,11275,11165,11046,10746,10663,9818,9993,9247,8283,8505,7746,7218,8197,7373,6896,6363,7497,6551,8972,9318,5081,6704,6535,5949,3603,3341,3781,3299,2876,2513,2013,1586,1285,1124,910,718,478,1016
England,"Herefordshire, Worcestershire and Warwickshire",persons,2025-07-01,11559,13238,14026,13666,14695,15877,15264,15612,17377,16657,15617,18694,18266,18356,16534,17747,17873,16918,16634,15831,13485,12856,13741,14520,15350,15605,16835,17180,17723,17893,18548,18451,21072,21940,21502,22001,21951,20525,21898,20243,20371,19444,19445,21551,22281,17819,16611,17052,17688,18571,16078,18585,21823,19734,21347,20727,21028,21777,22447,22438,22142,21221,21910,19766,19649,18067,17803,17620,16188,15115,16284,15665,14826,13295,14999,14037,18267,20632,10202,14691,13333,12609,8520,7545,8257,7869,6887,6456,4871,4005,3475,3024,2558,1946,1417,3375
England,Inner London - East,female,2025-07-01,11986,12192,14534,12976,12835,12583,14264,14207,14145,13925,14217,14996,14843,14792,13980,15563,15153,14819,14776,16476,18793,19558,21912,28598,33974,36529,38725,40727,41654,38318,37138,39336,34410,36003,34934,33803,31098,29628,28920,27299,24496,24441,22109,23385,22065,19781,18838,17900,17724,16868,16150,15780,15643,17072,14208,16037,14863,14732,13828,15250,14290,14303,10753,13112,11243,10122,9886,9375,8803,8384,6892,7871,5573,5843,5762,5435,6047,5141,4130,4498,3247,3476,2531,3180,2821,2695,2256,1904,1984,1667,1122,1109,893,823,545,1504
England,Inner London - East,male,2025-07-01,12660,13346,14854,13453,13886,14157,14166,14903,15344,14430,14757,15351,15596,15570,15688,16063,15890,15115,14604,16068,17376,17101,19302,23238,25664,31480,35051,36939,38317,35326,38099,40220,39093,40855,40663,38371,38009,36235,35646,33400,31094,32138,27507,29610,28242,25131,23202,22325,22192,21370,19286,20689,17125,19530,16753,18444,16897,15579,15849,15790,15323,14224,11127,13791,11490,10908,9800,9510,8500,7231,6670,6858,4937,5267,4952,3719,5349,5384,2331,3003,2610,3077,1580,2214,2045,1794,1544,1377,1084,937,782,672,550,402,304,577
England,Inner London - East,persons,2025-07-01,24809,25175,30814,26257,26899,26778,29128,28158,29710,28424,28270,30453,30274,30337,29188,31666,31249,30054,28036,32998,36185,36667,41858,51948,59431,69986,73687,77658,80640,76176,75931,79394,73661,76325,75817,72110,69143,65321,64689,60198,55460,56648,49203,53241,50427,45855,42058,40139,39120,38407,36191,36311,31575,35802,31145,34368,31835,30794,30055,30731,29155,29317,21964,27260,22733,20842,20359,18387,17900,15661,13260,14777,10515,11147,10726,9381,11578,10333,6541,7545,5845,7118,4176,5382,4865,4493,3802,3596,3014,2467,1813,1784,1441,1226,850,2082
England,Inner London - West,female,2025-07-01,5380,4800,5768,4779,5388,5138,5334,5845,5807,5724,5761,6344,6582,6058,6085,6469,6486,6158,6293,7222,8504,11740,12324,17989,18686,20102,19736,21172,21551,19179,18317,18409,16566,17661,17005,16433,14928,14152,13437,12850,12277,11374,10915,11449,10706,10081,9848,9526,9147,9236,9034,8158,8665,9298,7795,8602,7565,8025,7998,7514,7388,6774,6484,6163,5793,5260,5055,5046,4442,4411,3951,4456,3293,3697,3954,3876,3085,4910,2554,3183,2130,2973,1909,1750,2054,1724,1487,1351,1241,960,768,728,624,541,442,1131
England,Inner London - West,male,2025-07-01,5061,4524,6268,5115,4735,5472,5786,6006,6001,6092,5966,6214,6208,7102,6657,6660,6613,6181,6344,6952,7190,8916,9335,12084,12373,14213,14797,16998,16854,17841,18121,16600,17513,17430,17144,17640,16703,16538,16324,14388,15246,13049,14899,15020,14163,13407,12570,11760,11987,11781,11425,10926,10552,10259,9654,9450,8661,8230,8335,8361,8235,7830,6531,6568,5906,5332,5037,4979,4295,3769,3447,3843,2663,3195,3570,2754,3335,3069,2156,2568,2236,2279,1210,1487,1458,1191,1044,905,875,650,556,427,387,292,231,520
England,Inner London - West,persons,2025-07-01,10560,8181,12089,9770,10665,10421,10889,11866,11744,11760,11567,12374,12788,13088,12253,13544,13164,12343,12767,14307,15496,20715,21319,28540,30950,34874,34442,37768,38487,36223,36313,34645,34323,35056,32245,33876,30984,30637,29668,27401,27272,24912,25784,26306,24929,23324,22334,21405,20041,20706,20281,18548,19221,19714,17380,18030,16223,15521,16244,16169,15819,14236,13094,12719,11736,10160,10144,9889,8832,8694,7415,8293,5446,6918,7596,6525,6116,8289,4549,5692,4223,5273,3063,3035,3655,2914,2557,2299,2121,1690,1344,1156,1012,833,672,1652
England,Kent,female,2025-07-01,8230,9682,9957,10068,10221,10530,11701,12143,12444,12136,12261,12976,13138,13115,13127,13574,13131,12569,11409,10488,9935,9182,10296,9814,11360,11184,12989,11285,11906,12526,12807,14087,14254,15269,14900,15685,14933,14853,14941,15110,13948,13904,14345,14030,15321,12688,11573,11603,11738,12314,12347,12743,13529,13174,13528,13862,13286,13784,14299,14291,13628,13478,12837,12452,11921,11829,10944,10742,9850,9783,9581,8859,10159,7348,9684,7742,11244,15601,6817,8704,7354,8271,5080,5352,5236,4978,4376,4375,3399,2868,2454,2266,1906,1558,1193,2895
England,Kent,male,2025-07-01,8749,10873,10470,10742,11345,12016,12289,13220,13621,12136,12215,14143,13979,13848,13970,14440,14537,13666,12439,10638,11008,10029,10224,10141,10878,12003,12458,11366,12748,12743,12556,13755,13827,14216,13385,14859,14862,14495,15223,14058,14390,13293,12845,14968,15343,13045,11999,11649,12026,12436,10627,12983,13837,12588,13308,13607,13116,13981,14116,14240,13536,13302,13399,11791,12514,11049,10902,10493,8916,9307,8922,8484,8449,7639,8776,5939,9656,11845,6214,8039,6632,6547,4194,4131,4190,3766,3116,3349,2298,1819,1526,1319,1018,774,523,1093
England,Kent,persons,2025-07-01,16536,20228,21398,20571,21563,22650,23517,25688,26146,24116,24089,27177,26582,26966,26647,27855,27707,26606,23964,21443,21204,19288,20818,19970,22246,23186,25535,22784,23662,25405,25283,28267,27567,29571,27118,30723,29813,29443,30196,29156,28133,27297,27439,28925,30565,26180,23843,23738,23483,26596,22534,25834,27255,25644,26631,27471,26019,27238,28625,28484,26573,26946,26033,24532,24326,22859,22082,21472,18843,19965,18508,17862,18945,14749,18875,13775,20629,27670,13214,16383,14201,14638,9253,9272,9464,8790,7379,7785,5921,4655,3750,3452,2924,2332,1716,3984
England,Lancashire,female,2025-07-01,5819,7378,8764,7898,8413,8409,8438,9393,9485,9685,9928,10290,10663,10180,9876,10499,10509,9617,9585,9841,9470,9365,9833,9825,9775,9543,9680,11073,9935,10221,9896,11694,10456,12403,10871,12143,12004,11342,11951,11082,10907,10935,10154,11730,11569,8874,8289,8883,8827,9323,8667,10430,11394,10947,11231,11610,11220,11174,11774,11473,11873,11652,11980,10728,10097,10008,9725,10101,8760,8279,8613,7797,7314,6376,9647,5953,10658,10265,6076,6996,6112,6019,4439,4516,4591,4058,3502,3425,2584,2643,1927,1677,1485,1168,886,2192
England,Lancashire,male,2025-07-01,6787,8359,8027,8116,8741,8530,9373,9828,9896,9972,10398,10698,10739,10766,10833,10933,10605,10205,10509,10637,10447,9111,10238,9345,10119,10712,10163,11102,10497,10828,11164,11336,11767,12103,11800,12046,12306,11518,11624,11946,11563,11360,10556,12021,11675,9609,8958,9570,8863,10317,9517,10816,11504,11171,11813,12646,11379,10939,11041,12452,11849,12000,12303,10373,10903,9880,9942,9334,8293,7890,7594,7680,7472,7452,6781,6596,9452,9261,5388,6031,5376,5740,3581,3508,3261,3115,2683,2352,1883,1551,1226,971,801,560,420,749
England,Lancashire,persons,2025-07-01,12804,15888,17464,15398,17759,17104,18157,19174,19314,19600,19989,20889,21243,20681,20367,21452,21084,19738,20230,20253,19913,18791,20119,19595,19629,20020,19870,21862,20419,21002,21062,22756,21796,23731,22968,24218,24726,22808,23269,23130,22420,22543,20824,23468,23512,18653,17605,18523,17676,20106,18136,20203,23356,22003,22578,23591,22487,21905,22568,24218,23822,23709,24346,20957,21067,19654,19669,19707,17086,16138,16935,15714,14429,13885,16630,12433,19478,19574,11430,13010,11544,11741,7986,7791,7837,7066,6185,5984,4481,4013,3158,2646,2283,1727,1310,2941
England,"Leicestershire, Rutland and Northamptonshire",female,2025-07-01,8327,10320,9778,10219,10647,11139,11274,12225,12544,12111,12666,13111,12897,13448,13152,13151,13060,12425,12099,12411,12303,12128,12011,11654,13610,13263,14429,14385,13616,14581,14434,14482,15532,15887,15579,15951,16084,15274,15764,15368,14728,14651,14392,15707,15029,13890,11341,11235,11741,13298,11765,12792,14211,12556,14221,14293,13584,13649,13559,13787,12890,13248,12832,12270,12535,11080,11256,10765,9361,8729,10040,8957,9702,7964,9032,7850,10435,11746,6019,8371,7646,7317,4450,4447,4677,4348,4046,3470,2873,2641,2237,2074,1545,1403,1016,2634
England,"Leicestershire, Rutland and Northamptonshire",male,2025-07-01,8932,10657,10072,10869,11242,11794,11713,12947,13052,12866,12862,13636,14031,13665,13582,14334,13951,13594,12766,12653,13331,13271,12197,13683,14414,14921,14711,15861,15174,15220,14677,16217,16293,16320,17175,16478,16296,15886,16938,15955,15490,15212,14529,17160,16272,13867,12796,13549,12459,13405,12509,13144,14643,14195,14276,14401,13913,13478,14384,14143,13516,13157,13019,12035,11751,10984,10394,10517,9040,8653,10426,7887,7948,7463,8763,6422,9495,10183,6328,7136,6075,6506,3673,3925,3805,3294,2889,2459,2185,1646,1463,1190,952,719,505,965
England,"Leicestershire, Rutland and Northamptonshire",persons,2025-07-01,17210,20650,20234,20676,22076,23032,23285,25052,26070,24809,25296,26875,26868,27019,26298,27597,27129,26053,24742,23691,25742,25472,24371,26311,28125,27745,28886,29484,28832,29977,29034,31876,31754,32566,31969,33020,32669,31035,32551,31355,30137,29953,29114,32958,31289,28671,24350,24892,24125,26626,24172,26221,28393,26588,27638,29278,27314,27437,27018,27901,26079,26347,25729,24272,24381,22071,22368,21286,18712,17605,19098,17078,16834,15628,17749,14455,19582,22225,12639,15351,13765,13643,8073,8218,8473,7645,6864,5937,5075,4288,3700,3062,2497,2120,1521,3626
England,Lincolnshire,female,2025-07-01,2698,3124,3263,3260,3429,3586,3958,4209,4450,4489,4495,4850,4870,4698,4775,4792,4521,4340,4107,4346,4461,3450,4257,3709,4388,4227,4309,4525,4466,4786,4815,5066,5345,5282,5328,4380,5714,5214,5770,4850,5342,4908,4525,5222,5476,4839,3786,4732,3251,5089,4264,5106,6331,5844,6146,5746,6017,5929,6438,6597,6575,6322,6100,5786,5560,5520,5517,5349,4643,4866,4558,4571,4708,3133,5302,4867,4792,7455,2875,4619,4117,3722,2761,2685,2540,2381,2142,1802,1957,1304,1095,1057,835,671,558,1288
England,Lincolnshire,male,2025-07-01,2701,3170,3471,3645,3904,3561,4365,4416,4028,5282,4149,5024,5003,5063,4389,5570,4598,4527,4123,4435,4060,3690,4317,4417,4637,4771,4880,4626,4961,5127,5037,6275,5233,5540,5478,5674,5756,5318,5425,5201,5566,4899,4931,5681,5218,4737,4227,4409,4312,4724,3970,5403,5616,5576,5810,5659,6020,6177,5500,6502,6350,6344,5959,5990,5469,5257,4896,4870,4558,4729,4548,4397,4373,3904,4893,3010,5186,5950,3397,3650,3726,3318,2197,2271,2159,1830,1641,1404,1165,936,762,624,473,362,317,505
England,Lincolnshire,persons,2025-07-01,5374,6328,7444,6821,7891,6008,9041,8000,8684,9938,8137,9854,9815,9762,9609,10614,9384,8960,8089,8760,8515,7088,8587,7945,9036,9010,9191,9142,9429,9959,9979,11176,10573,11099,10745,10108,11692,10352,10978,10257,10895,9952,9472,10829,10545,10238,7828,9370,8024,10060,8228,9811,11602,11421,11989,11393,11985,11538,11988,13112,12931,12645,12202,11851,11040,11077,10377,10494,9300,9644,9034,8646,9368,7060,10403,7625,9696,13852,6260,8133,7866,7086,4841,4960,4704,4213,3745,3229,3154,2223,1855,1682,1309,1033,875,1794
England,Merseyside,female,2025-07-01,6714,5978,9089,7526,8447,8632,9154,9312,9406,9495,9420,10144,9805,9624,8797,9938,9270,9893,9476,9896,10158,10769,10436,12268,9911,11217,10660,12334,12072,11889,11951,12357,13289,12941,12763,13464,12852,12616,13490,11640,12309,12222,10311,11840,12097,9832,8526,8570,8990,9464,7998,9861,11317,11225,10792,11429,10406,10345,11570,12379,12203,12135,11575,11428,11469,10445,10399,9530,9063,8040,9764,8588,7827,7822,7694,7395,8498,9941,5328,6326,5559,5987,3701,4007,4295,3965,3642,3218,2844,2406,1952,1725,1436,1129,845,1981
England,Merseyside,male,2025-07-01,6312,8158,8843,7631,8941,9194,9769,10000,10160,10157,9677,10700,10195,10341,10103,10148,10038,10570,10016,9388,9535,10069,10785,10935,11260,12478,13290,12206,13221,12770,12666,13759,14038,14217,13494,13740,13741,13032,13258,12421,13130,12180,12376,11947,12713,10755,8487,9907,10298,9615,9580,9581,11896,11793,11098,10836,11194,10760,10376,12392,12095,12052,11744,11899,10667,10244,10518,9921,8170,7977,7968,7492,6876,7332,7720,6559,8391,8336,4270,5732,4930,3860,3337,3166,3094,2832,2488,2135,1867,1441,1115,916,729,553,395,805
England,Merseyside,persons,2025-07-01,13288,14079,18235,14938,17355,17612,18951,19323,19678,19378,18791,21051,20234,19947,18564,20084,19207,20995,19450,19202,19735,20733,20896,23468,21183,24923,23837,24089,25469,24469,24544,25145,27105,27117,26202,27190,26762,25782,26347,23786,25403,24315,22879,23750,24530,21021,17394,18518,19335,19100,17673,19676,23251,22838,21608,22264,21594,20937,20929,24656,23832,23864,23313,23446,21594,19980,20684,18709,17241,16519,16836,15636,14876,14792,15908,13649,16484,18240,9739,12020,10525,10011,7031,7131,7390,6807,6144,5369,4714,3847,3066,2647,2165,1682,1239,2788
England,North Yorkshire,female,2025-07-01,2815,3169,3382,3493,3561,3719,3871,4046,4119,4236,3905,4666,4615,4564,4677,4953,4614,4621,4945,5682,5746,5182,4745,4506,4719,4265,5047,4798,5038,5064,4797,5606,5578,5758,5499,5712,5756,5196,5857,5533,5237,5160,4702,5828,5145,5657,4178,4575,4297,4970,4856,4863,6447,5978,6364,6145,6427,6440,6989,7000,6894,6791,6613,6290,6143,5968,5458,5716,4993,5066,5383,4802,4306,4723,4664,4227,6245,7655,2610,5992,3644,3316,2725,2996,2868,2748,1963,2386,1919,1607,1388,1130,1025,786,619,1598
England,North Yorkshire,male,2025-07-01,2970,3434,3530,3576,3711,3957,4033,4132,4440,4464,4436,4739,4921,4968,4842,5106,4665,4807,4617,5073,4926,4599,4536,4633,4994,4918,4893,4742,4845,5014,5176,5362,5443,5731,5484,5479,5380,5525,5291,5401,5115,5043,5541,5498,6140,5005,4288,4455,4599,4963,5089,5556,5872,5878,5499,5948,6431,6106,6402,6992,6770,6524,6440,6284,5984,5849,5804,5543,4668,4813,5476,4753,4225,4658,4561,3747,5343,6741,2677,4320,3659,3699,2019,2126,2161,2093,1703,1593,1276,1046,824,722,556,407,285,522
England,North Yorkshire,persons,2025-07-01,5732,6326,6908,7098,6788,7675,7686,8448,8568,8700,8326,9367,9520,9512,8774,10657,9265,9490,9620,10865,10996,9505,9126,8765,8670,9850,9987,9287,9717,10034,10164,10943,10978,11456,10955,11193,11244,10961,11099,10833,10108,10231,10482,11430,11197,10822,8761,9187,8707,10140,9469,10344,12269,11873,12186,12027,12767,12500,13659,14009,13634,13320,13084,12741,12144,11822,11235,11374,9906,9854,10270,8996,8874,9093,9397,7546,11670,14603,5235,10150,7111,7260,4726,5265,5028,4860,4080,3833,3194,2653,2214,1852,1579,1190,906,2110
England,"Northumberland, and Tyne and Wear",female,2025-07-01,5627,6425,7431,6562,7126,7595,7124,9050,8350,8083,7711,8983,8783,8622,8689,8821,8314,8460,8611,9322,8993,9219,9481,9966,10078,10331,10926,10564,11072,10219,10765,10971,11129,11282,10987,11082,11522,11341,11323,10825,9723,10495,10298,10499,10262,9081,7335,8879,7998,8688,8388,7860,11436,9629,9950,9721,10372,10009,11023,11027,11266,11141,10527,10479,10368,10635,10057,9801,8488,8470,9227,7996,8204,6186,8131,6546,8623,10760,5639,7374,5650,5045,3640,4280,4108,3972,3862,3089,2917,2330,2002,1868,1416,1225,862,2111
England,"Northumberland, and Tyne and Wear",male,2025-07-01,6170,6855,7698,7032,7636,7850,8226,8737,8584,8662,8941,9208,9308,9180,9164,9280,9015,9048,8737,8463,10077,8755,9355,10035,10383,11047,11437,11647,11846,11704,11995,12812,12742,13726,11407,12637,13081,11811,13402,11843,11469,11094,10133,10339,11984,11088,8050,8743,9061,9596,8674,8832,11329,10007,10420,10055,10055,9955,9812,11204,10967,10990,10315,9906,10404,8542,10503,9621,7544,8188,8472,6931,7020,6743,6741,6352,8392,8736,4563,5832,4762,4324,3200,3220,3048,2776,2475,2121,1798,1560,1223,999,705,607,390,760
England,"Northumberland, and Tyne and Wear",persons,2025-07-01,12087,13028,15155,13788,15064,14868,15800,18117,16815,16639,16555,18178,18015,17768,17538,18254,17512,17654,17688,18212,19535,18073,18891,20069,20570,21505,22483,22369,23033,21940,22801,23863,23727,25128,22451,23370,24689,23195,23330,22220,21078,21608,20264,20794,22026,22079,15329,17465,16957,18749,17404,16864,22339,20059,20433,19633,20581,19714,21318,22268,21940,22416,20785,20318,20535,19441,20510,19361,15944,16714,17083,15553,15589,12642,14720,12779,16849,19496,10349,13121,10374,9313,6467,7360,7116,6744,6268,5222,4695,3885,3080,2860,2121,1834,1251,2871
England,Outer London - East and North East,female,2025-07-01,10203,11809,12174,13274,12733,13400,13120,15025,14243,12908,14507,14713,14424,14634,14210,15034,13840,14528,13539,13047,13060,11874,12848,15739,16439,17066,19726,18665,18644,18402,19418,20307,18896,19938,18776,22291,20247,19140,21144,19715,17966,18943,17359,18954,18247,16545,15325,15283,14730,15105,12362,14551,13428,13866,12711,13647,12626,12672,13035,12447,12992,12330,9772,12464,10385,9693,9264,8674,8006,8085,7348,8076,6016,6445,6960,5350,7436,7635,5516,5890,4150,5771,2849,3671,3807,3523,3178,2687,2533,2153,1852,1649,1366,1104,874,2251
England,Outer London - East and North East,male,2025-07-01,10760,12315,13087,13003,13293,14055,14216,14214,16302,14560,13431,17016,14763,15899,14377,14577,16466,14676,14304,13689,13736,13033,14402,15067,15664,17655,17154,18785,19236,18379,18742,18939,18379,20814,20495,21457,21277,20069,21756,18630,20662,20976,18292,20590,19991,17855,16395,16741,16381,16759,14726,15413,13045,15386,14320,14861,13522,13279,13096,12815,12585,12439,10160,11638,10633,10129,9097,8712,7662,7921,6160,6522,6324,5652,5335,4190,6053,7465,3588,4421,3782,3734,2280,2393,2681,2500,2172,1913,1589,1274,1167,964,725,618,416,865
England,Outer London - East and North East,persons,2025-07-01,21010,23403,25064,26186,25985,27855,27381,29598,30971,27198,28181,31327,29428,30109,29062,30353,30359,29349,27987,26784,27046,24973,27198,30758,32249,34731,37045,37601,37761,36114,37529,39813,37358,40644,39124,43232,41500,39598,41837,38034,38642,39273,35480,39532,38320,34245,32002,32377,30903,32103,27059,30438,25789,29730,27581,28354,26349,25953,25818,24960,25370,23916,19986,24092,20978,19980,18521,17686,15103,15987,13276,14736,12564,11874,12482,9516,14589,15228,9288,10317,7880,9487,5302,5980,6462,6029,5351,4611,4187,3425,3022,2605,2096,1722,1291,3116
England,Outer London - South,female,2025-07-01,6098,6923,7821,7853,7613,7774,8311,9259,9283,8534,8637,9491,9998,9175,9425,10362,9708,8512,8459,8315,7707,6933,7918,8561,10019,10893,10580,11561,11160,10897,11563,12377,12193,12773,13144,14054,12581,13176,13323,11997,12851,12502,12834,12170,13478,11605,11111,11929,9488,11573,8796,10505,9931,9689,9589,9737,9448,9944,9239,9751,9455,9005,7806,8483,7531,7235,6736,6637,6197,5816,5527,5477,5173,5506,4934,4264,6094,7266,4003,4335,4105,3959,2833,3051,2975,2837,2495,2239,1990,1687,1358,1363,1122,985,725,2104
